Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,qa,589,0,8500,8990.81357180952,285.622889874503,16849.952570162714,1741.1528013582342,1.968792917357764,0.0,8500,9500,10000,11000,15000,16000,16000,17000,17000,17000,17000
,Aggregated,589,0,8500,8990.81357180952,285.622889874503,16849.952570162714,1741.1528013582342,1.968792917357764,0.0,8500,9500,10000,11000,15000,16000,16000,17000,17000,17000,17000
