Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,summarization,608,1,32000,32078.386386217695,1.8463998567312956,45388.72487004846,892.0411184210526,1.0164688004191174,0.0016718236848998638,32000,33000,33000,34000,35000,36000,39000,42000,45000,45000,45000
,Aggregated,608,1,32000,32078.386386217695,1.8463998567312956,45388.72487004846,892.0411184210526,1.0164688004191174,0.0016718236848998638,32000,33000,33000,34000,35000,36000,39000,42000,45000,45000,45000
